title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Cramped!,Madrid,Havana,International,Not much legroom on this return flight which was made worse when the person in front reclined their seat. Would have been fine on a short haul but not comfortable on a 9 hr flight.  Sad to say the airline food was poor as well.  On the plus side the in-flight entertainment was good and we arrived safely and on time.,January 2019,"February 10, 2019",3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0
On Time and Hassle Free,Dakar,London,International,"I am thankful that Iberia has resisted the temptation to become a budget airline (TAP, RyanAir, etc.) because it shows in staffing and quality of the flying experience. Specifically, the flight departed on time, my baggage arrived intact, the onboard meal was edible, and the flight attendants were pleasant.",February 2019,"February 10, 2019",4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
Gatwick Diversion,Lanzarote,Madrid,Domestic,"My family and I where recently caught up in the DRONE saga the issues at Gatwick meant our flight from Lanzarote to Gatwick had to be re directed into Madrid. 
The flight was smooth there was on flight WiFi where you could use the on board entertainment which had a selection of films games tv shows I was rather impressed with this, there was also charging ports available for phones tablets etc. The staff where very friendly and helpful speaking in English and Spainish. I would recommend the airline.",December 2018,"February 10, 2019",3.0,,,,,,,,
Iberia - avoid if possible,Santiago,London,International,"Three of us booked flights Santiago - London Heathrow with Iberia via Madrid. On the outbound flight from London flights were delayed to final destination by just over 21 hours. On the return flight from Santiago flights were delayed to final destination by nearly 25 hours. Hotel accommodation provided in Madrid was equivalent to 2 star and no transport provided. Accomodation was inappropriately on a shared room basis. No information was available about anything at all and to be fair none of the staff seemed to be informed about much at all. At one point the service desk staff gathered up all the paperwork and ran beyond the security barrier so they didn't have to respond to the huge number of people who wanted to know what was going on. Once on the plane both to and from Santiago, onboard flight attendance was poor. Toilet paper ran out quickly, toilets were dirty. Refreshments were not available as advertised. Food was poor quality. Flight attendants appeared more intent on reading their newspapers in deckchairs in the galley than supplying minimal service on the long journey. Advised that some form of compensation may be available for the very significant delays, we have spent many hours attempting to submit claims online via Iberia's website all of which have been inconclusive because the format does not recognise flights that have been cancelled and changed to other flights on outbound and incoming journeys. There is no other means of making contact. This airline should only continue to sell tickets to passengers who accept minimal customer service levels and don't have time to look around for the cheaper tickets that are available with other airlines who do actually provide a better service - Air France, KLM, LATAM for example. I wish we had read the other reviews before and realised just how bad Iberia has become. It didn't used to be this awful but we won't fly with them again until we see the reviews becoming more positive.",December 2018,"February 9, 2019",2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0
Business not worth extra paid!,Boston,Malaga,International,"While access to BA lounge prior to departure made the wait very pleasant, no priority access to gate once we arrived at the Iberia gate left us with a sour note. Other airlines pre board business, have access to front of plane to make lines disappear but not Iberia. Service in business was not what other airlines provide. The extra money for this upgrade was not worth it. I will continue flying Swiss business for their excellent customer service and not fly Iberia again.",January 2019,"February 9, 2019",3.0,3.0,3.0,,2.0,2.0,3.0,2.0,3.0
Oneworld alliance is NOT a true partnership,Madrid,Budapest,Europe,"My American Airlines flight was delayed 3 hours into Madrid and I missed my connecting Iberia flight to Budapest. I purchased both the AA and Iberia tickets through the Iberia website. Both airlines are partners in the One World Alliance and I expected them to work together to solve the problems of common customers, but that was not the case. I received no support nor financial compensation from either company and was forced to buy a 230€ to reach my final destination.",January 2019,"February 8, 2019",3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
unhelpful and dreadful food,London,Montevideo,International,"They didn't seem to care about safety - I was sat by an exit with no safety card and no briefing from the crew. When there was turbulence and the seatbelt sign was switched on, everyone ignored it.
The food was the worst I've ever had on an airline.
My luggage was damaged and they've not let me claim for it because I didn't report it straight away.",November 2018,"February 8, 2019",1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
A nightmare!,Madrid,Casablanca,International,"I attach my letter to American Airlines, a partner with Iberia Air:

 
Due to a delay at Passport control at the Madrid airport, we missed our connection to Casablanca. We spent several hours going to many desks in the  airport, and no one was willing to reticket us.

Here are some of the responses:

300 euro per ticket to change the tickets, but even when I agreed, no one was willing to take the money and print new boarding cards; 
2000 euro per ticket for a new reservation on Royal Air Maroc;
Iberia desk said the were unable to do anything since the tickets were not purchased through them;
AA Connections rep told us to leave the desk since they were only in charge of  US connections;
Another Iberia rep told us to leave the airport, then come back in;
We were asked if we would like to go to other airlines to compare prices on a new flight MAD-CMN;
I phoned AA twice while in the Madrid airport, at Iberia's insistence, and was disconnected both times. 

Finally, Pilar from American Airlines escorted us to an Iberia Air desk and put her supervisor on the phone to the rep who then printed our new boarding passes.
 
Then our luggage was left behind in Madrid. At no time, were we offered an emergency toothbrush etc. As a result of our delay, we missed our free airport transfer and had to take a cab to our hotel. We spent the next day, phoning to find out the status of our luggage, and then had to travel to and from the airport to collect the bags, when they were located. We missed a day and a half of sightseeing in Morocco.
 
This whole episode seems unbelievable. Surely, we are not the first travelers to miss a connection!",February 2019,"February 7, 2019",1.0,,,,,,,,
terrible customer service,Munich,Buenos Aires,International,"We recently had 2 flights with Iberia for the first time - and it will be our last. I actually never write negative reviews but the customer service is so bad, that there is no one to contact. I hope other travellers will benefit from my review.

On BOTH 12 hour flights, beverages stopped being served a few hours into the flight. We were seated near the galley so we could see what was going on. Most of the plane was going up to the stewardess seated in the galley to ask for drinks and they either were told ""no"" or ""go sit down"" - in the rudest tone imageinable. How can you not serve drinks on a 12 hour flight? And this happened on BOTH FLIGHTS. 

On the flight back, the drinks were served only RELUCTANTLY and then 5 hours into the flight, everyone was told they were ""out"". But for breakfast, the drinks magically re-appeared the drink and food cart was FULL. And what happened next really angered me : AFTER breakfast service the stewardesses were pouring ALL the drinks down the toilet (!) to prepare for landing

Wouldn't it have more sense to have these drinks available on a 12 hour flight instead of telling people in a rude tone to ""sit down""

On our return flight we were prepared, we came with our own food and drinks. 
By the way, the food is atrocious - 
But we didn't know about this on our 1st flight and were literally dehydrated when we got to BsAs.

This is absolutely unacceptable on a 12 hour flight.

Aside from this, the steward/esses were all extremely unfriendly, the seats uncomfortable, the food was terrible, th bathrooms are tiny (oh yeah, and when the toilet paper runs out its out!), the plane was filthy... 

Reading through the other reviews about how they steal money from people really leaves me speechless. 

AVOID THIS AIRLINE AT ALL COSTS",February 2019,"February 7, 2019",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Plain Spain Planes,Lisbon,Johannesburg,International,"The good things first, I got a cheap ticket which stated no luggage. Check-in they check in my luggage through to final destination. Ordered the vegetarian meal and this was promptly served on the flight. Both flights were full. Aircraft a bit aged. I struggled to get online to check-in for my flight. Travel agent has the same gripe. This is my second flight with Iberia landing at Johannesburg and both times the landing is erratic. Last month the plane landed and brakes were suddenly pulled making all lose things fly through the cabin. I lost my mobile phone temporarily because of that. This time the plane hit the tarmac with a bit of a force. Did not feel like a smooth landing. More finesse is needed to enjoy this service.",February 2019,"February 7, 2019",3.0,4.0,3.0,4.0,4.0,5.0,,,
DIFFICULTY IN GETTING PAID!! Worst customer service ever!!!!,Buenos Aires,Stockholm,International,"One day after placing my review here on trip Advisor I recieved an email from Iberia Airlines customer care service.

 Dear Mr BLAINGAVIR,We apologise for the inconvenience caused in relation to the incident with your baggage on flight IB3314 of 13/12/2018.

To study your case and speed up the resolution, we kindly request that you send us the following documents replying this mail: 

- Europe: IBAN and SWIFT codes.

If you are a member of our Iberia Plus programme, please indicate your card number.

We would be grateful if you could send us this information so that we can provide you with an adequate response.

 In the beginning of this claim i sent all my bank details to Iberia as requested by them. They keep asking for the same info!!! Now Im being told that they do not do wire tranfers outside of the EU!!!!! 2019!!!! with a world wide client base!!!!! Iberia wants to send me a cheque through the mail, with no garantee that it would be cashed in my bank, there may be bank fees for using the cheque, there is also a FORTY (40) day hold on international cheques. I also travel for work and have mentioned that to the agents, there is a possibiltiy that i may not see this cheque not until six months. It took Iberia one day to loose my belongings and now all this emotiional stress to get compensated! 

0370272019
I spoke to a customer agent who explained that I could send in my girlfiends banking information due to the fact that I dont have a European as I am a non citizen. He advised that i write and sign a letter giving permission that allows this transaction to take place on my behalf. So I proceeded and sent the required information to complete the transaction that evening.

 The next morning, 4/02/2019 I recieved this email

Dear Mr BLAINGAVIR,
We apologise for the inconvenience caused in relation to the incident with your baggage on flight IB3314 of 13/12/2018.

To study your case and speed up the resolution, we kindly request that you send us the following documents replying this email: 

- If you desire the conmpensation to be sent to a third party the letter must contain Iberia's PIR number, your personal information and the entittled person to receive the finantial compensation, as document ID number, address, phone and email. Must be dated and signed.  

After recieving this email my girlfiend and I sent Iberia all the required information only to recieve another email from Iberia the very next day stating that they would not be doing third party payment. A total waste our time after I had gone through all the trouble of getting my girlfriend to expose all her personal information.

05/02/2019
Dear  Mr BLAINGAVIR,

Thank you for contacting us again.
We have looked into your case again and inform you that we are not able to settle payments to a third party. We need the following information of the passanger Mr. Blaingavir:

Payment in Europe:

Bank details: bank name and full address of your bank branch: street, number, postcode, town/city, country. 
IBAN code 

SWIFT/BIC code.
Specify the Currency used in the account and whether it is a savings or current account.
Account holder must have a passanger name.

Payment in Saint Lucia:
Direction Full postal

The payee name must match the passenger, and I remember you that in your mailbox must be clearly identified these data for delivery goes smoothly.

This company clearly has a comunication issue!!!! they keep asking me for a Europe swit code when they already know I am from the caribbean and do not hold a Europe bank account. 

Iberia has not once responded to any of my questions, and i have no clue when or how this issue will be resolved! 

If there is anyone one here who has any professional advice which can help me put closer to this matter please help me !!!!!!

Regards,  

Blain Girard.",December 2018,"February 7, 2019",1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0
Never again.,Barcelona,Boston,International,"Nothing is free.  Not even a sip of water.  Bathrooms were disgusting. Plane felt grubby. One is supposed to order using a smart phone and then the attendants will deliver to your seat. A bit complicated...  Really....a transatlantic flight and not even a stale peanut tossed our way.  It was a miserable flight..and, I was had the flu a day later. I am convinced it is because the plane was so dirty and dismal.  It was not worth the money saved.",January 2019,"February 7, 2019",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Scam Artists,Barcelona,Oakland,International,"The worst airline experience ever. I purchased two meals in Feb online with my tickets (Barcelona to California) because I knew it was a long flight and we would need meals. My flight was not until September. I did not pack any food for my bf and I because I knew we had food on the plane. Once we board the plane, they start passing out food to the passengers and completely skip us. I asked them why we were skipped, and they told me I was not on the list to receive food. I showed them my receipt but they did not care and told me that I would have to file a complaint. We had to sit through a 10+ hour flight with no meals. It is now February 2019 (1 year since booking) and my complaint has not been resolved. I just want my money back for the service that I did not receive. 

Avoid this airline at all cost. Pay a little more and go with an airline that cares.",December 2018,"February 5, 2019",1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
Okay,Madrid,London,Europe,"Having booked a return flight on British Airways, the actual return flight was on Iberia, not BA. It just wasn’t as good as the flight coming out. Delayed but made up time, the interior of the plane seemed dated. Same old thing, I had to buy a drink and something to eat onboard and ot was pricey for what it was",January 2019,"February 5, 2019",4.0,,,,,,,,
Mediocre at best,Madrid,Santiago,International,"Following the most appalling Iberia experience two years ago when they lost our luggage and failed in their duty of customer care in absolutely every respect, I had vowed to avoid travelling with them again if at all possible.  However, I found myself on an Iberia flight again very recently as it was booked for me for a work trip.  On a positive note, the Iberia lounge at Madrid airport was very nice indeed - it was spacious, modern, airy and served a good selection of snacks and drinks.  However, the ground staff were perfunctory at best in their interactions with the awaiting passengers.  This theme continued onto the flight itself where the staff were surly and grumpy.  The captain/first officer did not speak to passengers at all during the 14.5 hour flight (not even the typical welcome on board, weather at destination, warnings about turbulence, etc. – the only time we heard him speak was to instruct crew to take seats for landing and take-off).    The food was not good at all and the movie choice was terrible for international travellers.  Except for the privilege of having more leg room and a flat seat to sleep (for which I am truly grateful on such a long flight) the service was akin to the worst you can find on a budget airline staffed by unmotivated and unhappy staff.  Thank goodness I flew home with BA – the difference between the two services was marked.  BA was five star in every respect.  Just wonderful.   Once again – another bad Iberia experience.  If I can help it, I absolutely won’t be travelling Iberia again.",January 2019,"February 5, 2019",2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0
unprofessional and rude cabin crew,Madrid,Basel,Europe,"IBE3260 
Madrid-Basel 
4th of Feb 2019

We booked our flights thru American Airlines. This is just a part of a 3-leg trip from Panama City to Basel. Our flight from Miami to Madrid was also with Iberia, and everything went ok. The Cabin Crew were very professional and helpful. It was a long haul flight. So since they are partners with American Airlines and British Airways, we didnt doubt on Iberia. Boarding was smooth. They don't speak english. They assumed all passengers who are heading to Switzerland are spanish-speaking because they are flying from Madrid. A lot other airlines are hiring bilingual cabin crew to provide better service. Some would even put atleast one FA who speaks the local language of the country of destination- if not, atleast english. Unfortunately, they dont. So sorry for those who non-spanish speakers. Lucky if you get into a flight with a cabin crew who speaks your language. Upon boarding, they have announced that there are not much space for the hand-carry luggages and they suggested the passengers to put the small bags in under the seat in front of them. We assumed that the aircraft is small and that they have smaller compartments. It wasnt too crowded at all by the way. But when we were on board, the flight attendant advised us to remove backpacks (they are not small) from the overhead compartment and put it under the seat in front of us. Again, the backpacks were not small! The allowed size of a handcarry luggage should not exceed to 56cm X 45cm x 25cm; our bag size was 50cm x 40cm x 16cm - and full. It will definitely fit under the seat, but it wont give us even a little leg comfort. I advised the FA who kept talking to us in spanish- even if we are not spanish speaker if she could choose some other smaller bags - form other passengers. We are not first-time travelers. But it was our first time with Iberia and the way they treated us- was very shocking! I don't wonder why a lot people told us ""that's the worst!"" and we didnt listen to them. The FA called the Senior FA and the latter told us we have to put our bags under the seat in front of us. There are other jackets and bags that can be taken away from the overhead compartment, but she decided to take down our large back packs, which has cameras and other electronic devices inside. There is not even a leg room available for us at all. Out of all the passengers, they chose us- a non-spanish speaking couple. She grabbed the other bag and threw hard inside the overhead compartment. Then she grabbed a jacket from the overhead compartment, thinking it was ours, and threw it on us. I told her that is not my jacket and she said ""It doesnt matter, it has to be removed!"" Very unprofessional! We've flown with a lot other airlines- Emirates, Qatar, British Airways, Lufthansa, Swiss, Austrian, Turkish, Etihad, Garuda, Tiger, Thai, even Kuwait, and budget airlines like EasyJet and Ryan Air but we have never ever encountered an FA, a SENIOR one, with that kind of attitude. Instead of talking to me in a calm way, she raised her voice and told me ""this is the last thing I will tell you, you have to put your bags under the seat!"" We refused, because the bags are not small not because we didnt want to take it.  It's a huge size back pack. There are other passengers who stowed jackets and smaller bags-  but she decided to decide for us. I told her that there are cameras inside- she said ""Iberia will replace it"". They are just rude and unprofessional. They knew that there are not enough space for the hand carry luggages, they could have taken the huge handcarry luggages and put it in the baggage hold next to all other checked in luggages just like how other airlines are doing it if they failed to monitor and control them during check-in.",February 2019,"February 5, 2019",1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
Worst total experience with an Airline in my life!!!!!!!!,Buenos Aires,Stockholm,International,"I recently travelled from Argentina to Madrid in route to Sweden on the 13th of December. Today the 3th of February and I still have not received my luggage, and finding it very difficult in getting any compensation. In this period I have spoken to over seven different agents who never seem to have the information which i had given to the agent prior having me to explain the situation over again. Imagine being from the Caribbean and getting to Sweden in winter with no luggage. There is a lack of communication between agents but still no one allows you to talk to someone in authority. They asked of me some documents which I emailed right away, and after calling back a few days later the agent mentioned that she could not have opened the file, this sounded really strange but I made different set and sent it over only to call back a few days later and the agent still could open a word document. This all sounded to strange to me asked if that was really the case, after a few minutes she was now able to open the file. The effort in making customer service in companies have been lost and this is the reason why companies like Iberia Airlines have failed me terribly. Today an agent cut me off in the middle of speaking using a horrible method of just repeating that she and other calls coming and said goodbye over me speaking and hung up. This agent named Anna made me realize that i had in deed made a horrible decision in choosing Iberia Airlines. The amount of loss and effort placed in recovering my luggage was not worth it at all, this is continuing to be an up hill battle to get compensated!!! A full detailed complaint with dates and times of events will be posted in other forums because i would hate any one to go through this headache just in travelling. Two months is just too long!!!",December 2018,"February 3, 2019",1.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0
Punctual but that's all!,Buenos Aires,Madrid,International,"Very disappointing. The flights were on time, I'll give them that but unfortunately that is the only positive point I can think of. We boarded at 2 pm (local time) were fed some kind of late lunch/early dinner at around 4 pm and then nothing at all until around 4 am when they went around serving some snackish type of breakfast!! If one was hungry in the meantime(as obviously everyone was) you had to go beg for something that vaguely resembled a club sandwich. And that was only the beginning of our troubles as they lost my luggage (they just dropped it at Madrid thus never sending it off all the way to Milan (final destination) and if it hadn't been for the amazing ladies at Linate who did their best to track it down and have it sent to my hotel asap I'd still be waiting because Iberia never answered either my emails or calls. Then, given the most uncomfortable conditions we'd had to put up with (seats are rather small) on the first flight we attempted to get emergency seats for my husband (he's 6' 4'') on the way back but they wouldn't even sell them because they claimed they were already taken and suggested we should approach the flight crew instead. We did so and they promised to help but never lifted a finger so while we patiently kept waiting for the attendants to come back to us with an answer random passengers (who were not even tall or big) happily jumped onto the few emergency seats that were free! Not to mention the total chaos that took place every single time we had to board (both in Madrid and Buenos Aires) as they couldn't even be bothered to place signs for the queues so everyone jumped into the wrong line, skipped the queue and so on. All in all, a dreadful experience that I wouldn't recommend to anyone unless you had no other choice and having said this, I'd like to point up that I've flown with various different airlines and even those from the so-called ""developing"" countries have all been far superior in efficiency and way more generous than this airline that (one should think) represents a first-world country.",January 2019,"February 3, 2019",2.0,1.0,2.0,5.0,4.0,3.0,4.0,1.0,1.0
Try one world,Madrid,London,Europe,Business flight today was very good — felt like a business flight from start to finish — got some complimentary Wi-Fi and the media / tv was all available— on BA you don’t get that as I discovered when I flew to Madrid last week.  Come on BA catch up— it’s worth trying the one world partners for your trips — you get the same points etc but sometimes the service is worth exploring— it can make a difference.,February 2019,"February 3, 2019",4.0,,,,,,,,
Not Clean,Madrid,Miami,International,"On a long haul flight, the bathrooms were not cleaned before the start of the flight.  It was disgusting.  No need to say more.",January 2019,"February 3, 2019",2.0,,,,,,,,
Crewmember at the exit,La Coruna,Madrid,Domestic,"Crewmember at the departure gate to go into airplane very very rude and unprofessional. I understand we were taking two carry on each one of my family member which it is allowed. However, I was carrying and extra supermarket plastic bag not bulky and ny coat. The lady at the exit told me that I had 4 carry on and that I could not get into the plane. I tried to explained and even showed that in the bag I only had a bag of candies but she went crazy telling me that it was not her problem that I needed it to solve it if not she was not going to allow me to go inside. I just wanted to be treated better.",January 2019,"February 3, 2019",1.0,,,,,,,,
Major Drop Off in Service,Boston,Barcelona,International,"Have flown Iberia to Spain many times, but the level of service in Economy has declined to where we won't do this class/airline combination anymore. Way too cramped and no amenities. Had to buy a headset, which I could have gotten free on a flight from Pittsburgh to Boston. At some point, the savings just aren't worth it.

Here's some tips:

go online and pre-buy meals
or pack your own snacks
and bring ANYTHING extra you will need, like a blanket",January 2019,"February 3, 2019",2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0
Efficient.,Birmingham,Granada,Europe,We flew with Iberia from Birmingham to Granada via Madrid. Booking the flights was easy and the chageover at Madrid was not lengthy at all. It's easy to checkin on line for the outgoing flights but the rule that one can't checkin until 24 hours before flying meant we had to ask our hotel the print off our return boarding passes. The aircraft was fine and boarding efficient. As ive said tha changeovers were fine. A nice touch was getting an unexpected text message on arrival in Madrid telling us which boarding gate was for our connecting flight. All in all a good alround experience.,January 2019,"February 3, 2019",4.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0
Cramped & even pay for water!,Canton of Geneva,Madrid,Europe,"Feels like even Ryanair has more leg room; service slow and indifferent, and then you have to find you have to pay for water. Poor communication re delays - allround not a very pleasant experience",January 2019,"February 2, 2019",2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
Very good service,Madrid,Toulouse,Europe,"Good service by ground staff, allowing us to check in our hand luggage for free. Flight was on time. No issues at all with this airline.",January 2019,"February 2, 2019",4.0,4.0,4.0,3.0,4.0,4.0,,,
Direct Flight to Barcelona,Marrakech,Barcelona,International,"I booked with Iberia airlines from Marrakech Morocco to Barcelona Spain.  The flight is direct and is about 2.5 hours.  The flight was good, seats are comfortable and the costs reasonable.  Would fly with them again",,"February 1, 2019",5.0,4.0,4.0,4.0,5.0,5.0,,,
Good flying experience,Lisbon,Madrid,Europe,"I flew with them on my way back home from Lisbon, with a layover at Madrid airport. 
The first flight (this one) was operated by Iberia, the other one by Iberia Express. 
It was my first time with Iberia and I don’t regret choosing this company. 
The crew was super nice, the plane fresh and clean with a lot more legroom than expected. 
Food and beverages are for purchase, which might be the only negative thing I had, but I didn’t actually care. 
We took off and landed at Madrid in time!",January 2019,"February 1, 2019",5.0,4.0,4.0,,5.0,5.0,,,
"Lost my bag, overbooked my flight and missed my connection because of delays. All in one.",Athens,Seville,Europe,"Lost my bag, overbooked my flight and missed my connection because of delays. All in one.

All in all, 1 out of 100. Rude, obnoxious and ill willed.",February 2019,"February 1, 2019",1.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0
"Iberia: Kill me now, most unprofessional airline in the world",San Francisco,Honolulu,Domestic,"How can I describe flights that I paid for that I never was able to attend? Like many flyers, I was duped into the famous Iberia Avios promotion that took away 20+ hours of my life having my Avios account randomly locked, submitting and resubmitting form after form after the airline tried to get away with no awarding us the 90,000 Avios to comically calling the customer service centers in the US saying “Iberia Plus Avios” to being routed to agents who said no, you have to say “Iberia Plus Avios” — to finally changing an Avios flight that the website said for 40€ you can, to sorry for bilateral flights you cannot — let’s put all customers out of their misery and say this is the worst airline in the world that makes Ryan Air look like Singapore Airlines. This two-bit operation is run by Microsoft Excel. Don’t ever fly here.",February 2019,"February 1, 2019",1.0,1.0,1.0,1.0,1.0,1.0,,,
NOT ENOUGH CONNECTION TIME,Malaga,Tel Aviv,International,"We booked this flight on the telephone and were assured that an hour was enough time to comfortably transfer at Madrid. It was not. We had to run to catch the connection just as he gate was closing. 
Our luggage never made it.
Whilst the business class seats are pretty good, the service and food are not as good as other airlines.",February 2019,"January 31, 2019",3.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0
No Food or Drink Service & Rude Stewards,Barcelona,San Francisco,International,"I have never had such bad service in all my travels.  First of all, we were never served food or drink on a cart except drinks in the last 45 minutes of the 13 hour trip!
There on screen menu for food and drinks was down and they made absolutely no
effort to come by and ask if you anyone needed anything-even a glass of water!
Worst yet, I was so thirst and hangry that I had to go to the stewards area where they were chatting and one was reading a book, and asked them for a drink and food, and boy did I get some major attitude about it.  Hours later I am extremely thirst, I go back to the stewards area (since they are making no effort to ask if anyone needs a drink) and the rudest stewardess nastily tells me to go back to my seat- I have never been talked to this way in all my flight experience.  If I had known food and drink would be withheld for a 13 hour flight I would of happily brought my own food.  I will NEVER EVER go on IBERIA again!",January 2019,"January 31, 2019",1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0
Awful,Madrid,Glasgow,Europe,Expensive. Poor service. Terrible after-sales service. Dishonest online booking service. Awful. Avoid. Avoid. Avoid.,December 2018,"January 31, 2019",1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Be Cautious of Madrid Layovers,Boston,Madrid,International,"I booked this flight leg as well as the connecting leg to Sevilla (SVQ).  The Iberia website allows you to book the flights with just 1 hour 5 minutes of layover time.  This is not enough time to change terminals, clear immigration, and go through security.

When I did miss the connection, I had to fly standby on the next flight 3+ hours later which was a stressful experience but I was given the last seat once everyone else boarded.

Additionally, Iberia's Customer Service is impossible to get ahold of as I had questions well before the trip took place.  Most of the time the number was unreachable.  Even after calling and working with their partner, British Airways, we were still unable to get through to Iberia Customer Service.

In summary: Give yourself at least 2 hours of layover time in Madrid when connecting.",August 2018,"January 30, 2019",2.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,5.0
IBERIA HAS NOT PROCESSED A REFUND IN 34 WEEKS. CUSTOMER SERVICE IS USELESS,Santiago,Madrid,International,"On early April 2018 we booked flight IB6830 on Premium Economy. The plane did not have such cabin. We were downgraded to Economy. Iberia staff at the Santiago counter, at the gate, during the flight and at Madrid airport gave us wrong information about where to put a complaint to get a reimbursement for flying in a lower class than what we had paid for. Finally, Iberia office in Santiago told us to do it in the web page. A complaint was filed in early May. An automatic reply came saying that we will get an answer within 6 weeks. Some 15 weeks later Iberia acknowledged that we were due for a reimbursement of 385 euros and that a transfer will be made to my bank account. Twelve weeks later they informed that the reimbursement had to be made in Chilean Pesos to a bank account in Chile. Now 34 weeks have lapsed since the initial complaint and I am still waiting. Customer services is as bad as you can get",April 2018,"January 30, 2019",2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0
Price:quality way off,Seville,Amsterdam,Europe,"When paying a similar amount when flying with a higher quality arline, I’d expect to be able to check-in properly online, have staff and crew that will at least slow down their Spanish to help me understand if they refuse to speak English and I would be allowed to carry my small carry-on bag onto the plane without issue. Too bad. The service isn’t horrible at all, it’s very decent, just not for this price",January 2019,"January 30, 2019",2.0,1.0,3.0,1.0,2.0,1.0,,,
old airplanes,Bogota,Madrid,International,"they  have old airplanes
avianca is. having better. flights 
it was better before 

and besides that they dont include suitcases in the fare",September 2018,"January 29, 2019",3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
"Uneventful, just as I like it!",Madrid,Johannesburg,International,"Flight on time, clean, quiet and efficient food service. Good selection of films, nothing to complain about!",December 2018,"January 28, 2019",4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
Do not be late!,Los Angeles,Madrid,International,"This airline prides itself on being on time. Our flight left 20 min early and began calling us by name to board when there was still 15 min before they BEGAN boarding. 
Bring water. The crew does not walk around or offer refreshmenfs outside of meal times and you have to get up and go to them if you want a drink. And the amount they give you is very small. Very.
The food was not as bad as i read. It was basically the equivalent of a frozen dinner. If you can eat Hungry man, you’ll be fine. The snack sandwich however ia disguisting. The final meal is the best one- basically a sub sandwich, a cookie, chocolate, and yogurt.
The on flight entertainment is also good.
Would i book again? Not economy. I’m 5feet and could not move. I even bought a flt hammock for my legs but it was to tight to even hang it. Plus, im assuming only economy got dehydrated, although i did not see the attendants leave their area. They also only pick up your trash once. The guy behind me went to the bathroom and missed it and asked the lady where to put it- she told him under the seat.

BUT... our flt was cheap, our bags on time with no damage, we arrived early both times, and we enjoyed the movies and games.",January 2019,"January 27, 2019",3.0,,,,,,,,
Worst business class service experienced,Madrid,Quito,International,"This has got to be the worst service I've ever experienced in a business class flight. Flight attendants are missing in action,  they took over one of the two available toilets for themselves,  and claimed whiskey was not available in this flight. A simple tea order was not fulfilled because the attendant said a meal will be available later. Absolutely the worst service ever.",,"January 27, 2019",2.0,4.0,4.0,3.0,1.0,1.0,,,
"Uneventful flight, on time arrival",Marrakech,Madrid,International,"Departed on time, arrived on time, flight uneventful, service efficient, seat comfortable.  No problems.",November 2018,"January 27, 2019",4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
Crammed,Porto,Madrid,Europe,No leg space! Uncomfortable seats. When I landed and was transiting to Rome I tried to change to seats to those at the emergency exit. No chance since the lady at the next gate said that the servers were busy. Comfort for me is a value. More than ticket price,,"January 27, 2019",3.0,1.0,1.0,1.0,2.0,5.0,,,
Passengers are treated like luggage,Porto,San Jose,International,"Flight from Portugal was 40min late. Raced to the boarding gate in Madrid. Got there at 11h24, it closed at 11h25. Was denied boarding with some excuse about insufficient meals aboard though they knew i was coming. They got me a flight next day (not even an upgrade to say sorry!) and paid for a hotel of their choosing and 2 meals there (so couldnt even leave the hotel basically). Lost my first day of vacation, which was a group tour, so now will have to meet the group at the next city at my own expense, not to mention pre paid activities. Was denied any compensation by iberia for my increased expenses due to their screw up. Will never use them again and definitely wont recommend.",January 2019,"January 26, 2019",1.0,,,,,,,,
Iberia is OK,Palma de Mallorca,Madrid,Domestic,"Comfort during the flight was very good.
Kind and friendly staff make the flight even more comfortable.
See you again :)",January 2019,"January 26, 2019",4.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,
