title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Fabulous airline - a couple tips...,New York City,Seoul,International,"Korean Air is absolutely wonderful.  They are well-staffed, very nice, and incredibly efficient.  Check-in was great.  On the flight, they give you just about everything you need (a couple additional suggestions below), including headphones, a blanket (which I recommend you sit on, more on that later), a pillow, toothbrush/toothpaste, bottle of water (still bring lots more of your own!), etc.  The in-flight entertainment options are extensive, including children’s programming and games with a controller.  

The food is also very good.  And they are good about feeding you twice on the very long overseas flights.  They offer free wine with meals as well.  A couple notes: bring lots of water as I noticed they don’t come through super often with that and/or you might be sleeping.  Also I wished they came through with smaller snacks more.

The seats are not that comfortable.  There is not a lot of padding.  I sat on my blanket and often used my pillow for my back.  If I flew another 14+ hour flight with them, I’d probably bring an inflatable donut, I’m not even kidding.  Since I often used my pillow for my back, my inflatable neck pillow came in very handy.  

Final suggestion: we brought hand-held, battery-operated fans for the flight home because the flight there was SO stiflingly hot for about 4-5 hours (I’ve seen other complaints online about this as well).  I would dress very lightly (shorts/tank) and bring a fan/cooling towel/etc.  

Otherwise, and absolutely outstanding airline and flight!  I would 100% fly Korean Air again!!",July 2018,"August 2, 2018",5.0,,,,,,,,
Always friendly service and a good flight,Taipei,Seoul,North Asia,"This time a surprise, because I did get an upgrade to first class. The trip is 2 and half hours, which goes unnoticed due to the friendly service of the attendants. The amount of food and drink in first class was limited in choices this time.",August 2018,"August 2, 2018",4.0,,,,,,,,
Great flight.,Xi'an,Seoul,North Asia,Nice clean plane. Big seatback monitor screens and good entertainment selection. Good service. Food was better than average. Would definitely fly with them again. Seats were comfortable and reclined a good amount.,,"August 1, 2018",5.0,4.0,4.0,5.0,5.0,4.0,,,
Thank you to all Flight Attendants,Honolulu,Seoul,International,"This was returning flight from Hawaii to back home.
The facilities and small lounge at the airport was just as I expected.

However, the service by flight attendant was exceptional. Since it was afternoon flight and be landed at Incheon in the late afternoon, my 22 month old child was in no mood for sleep. So, I have been calling the flight attendant numerously asking for this and that. The service was great, no delays or no feeling of guilt was given. Which I even wrote a thank you letter to Korean Air.

The seat, the food and other services are as expected in any typical Korean Air flight meaning as good as it can be.",July 2018,"August 1, 2018",5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0
Good as always,Seoul,Honolulu,International,"I am frequent flyer for Korean Air as business and leisure.
For this trip to Hawaii, as I was accompanying a child, I have booked for business class.

The service of the flight attendants and accommodations were great as usual. Expecting it was business class, the service may be the norm, but it was good as usual.

The only unsatisfactory part was at the Incheon Airport. At the terminal 2 which was opened early 2018 and provides servcie to Korean Air, Air France, KLM and Delta only (key skyteam members), there are entirely closed section for check-in counters of the business class. The person who worked at the check in counter seemed to have long day of work. I could not seemed to get any soul in her speaking and reception was not really satisfying.

Other than this and short selection of food offering at the lounge, the experience was good as it can be. Especially how flight attendants treated my kid was exceptionally thankful.",July 2018,"August 1, 2018",4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0
Ample Leg Room,Los Angeles,Manila,International,"First time to fly on this airline, legroom had more space than other airlines with same class (just plain economy). Didnt feel like kissing the entertainment screen unlike with other airlines. Flight attendants were readily attentive. Bathrooms were always kept clean.  Food choices were okay.",July 2018,"August 1, 2018",5.0,,,,,,,,
Great experience,London,Brisbane,International,"This was my first trip with Korean air and it was a great experience. There was ample leg room so much so that people could get past you without you getting out of your seat. The air hostesses were amazing, attentive and efficient and the food was good with the option for a Korean or western meal. Would definitely fly with them again especially as they were the cheaper option. Inflight entertainment was also very up to date",December 2017,"August 1, 2018",5.0,5.0,5.0,5.0,5.0,,,,
Trip from hell,Manila,Orlando,International,"This was mostly my fault.  When I booked my round trip tickets I did not really read the return trip information.  Seems like I got into Korea at 0400 hrs and my flight did not leave until 1000 hrs.  Nothing was open so I could not even get a meal.  When the restaurants did open, the choices were poor at best.  Then the Koreans had a real attitude.  This is NOT the airport I would fly into.  Then when I got to Detriot, there was a 6 hour delay.  I talked to Delta and stepped up getting on the plane with only a 2 hour wait.",July 2018,"July 31, 2018",3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0
Amazing Service,Amsterdam,Seoul,International,"I flew Business Amsterdam Korea, and Korea Vladivostok I got upgraded to First Class from Korea to Vladivostok and Vladivostok Korea. Amazing Service Sky Team and Korean Air are doing an amazing job",June 2018,"July 31, 2018",5.0,,,,,,,,
Amazing service,New York City,Singapore,International,"Amazing service, comfortable beds and the lounge was just a bonus! The food was great and the attention to detail from the staff was absolutely spot on. Would definitively fly with them again.",July 2018,"July 31, 2018",5.0,,,,,,,,
Service is okay but the planes are old and uncomfortable,Seoul,Da Nang,Southeast Asia,"The service from the staff were okay (not amazing, just okay), however, the plane is so old that all the facilities and equipment feel outdated.

The toilets felt outdated, the seats were old, and the infotainment system was outdated as well.

Food was just 'eh', severely average.",April 2018,"July 30, 2018",2.0,,,,,,,,
I Got Seoul,Bangkok,Seoul,North Asia,"I took my first trip to Seoul from Bangkok and had a great service from the staff, and the food was lovely and generous. As I was flying with another carrier who lost one of my bags, Korean Air were kind enough not to charge me excess baggage when I was returning as they could see the other airline had delivered my lost bag the day before I left Seoul and as the purpose of my trip was attending a trade show as a vendor, I wasn't able to sell my goods, so I was even more grateful to Korean Air for their consideration.",May 2018,"July 29, 2018",5.0,,,,,,,,
"A Wonderful Experience!!! ..... Kamsahamnida, KAL!!!",Honolulu,Seoul,International,"Not being a worldly traveler, I really don’t have much experience flying on global carriers or international airlines.  However, I did have the opportunity to fly with Korean Airlines (KAL) on a business trip to Seoul, South Korea earlier this year.  After flying in their Prestige Class, I would find it hard to imagine that another airline carrier could top what I experienced with KAL.

From the minute you step foot onto the airplane until the time you get off at your destination, you receive nothing short of “world class” treatment.  Everything is done in a very professional manner and with such class that the flight itself becomes an experience you won’t want to forget.  The flight attendants are all so very beautiful and grace you with their pleasant personality that just makes your flight time feel so short.  Always so welcoming and always wanting to serve your needs in such a courteous manner that makes you feel like royalty.

The meals being offered during the flight includes some of the most traditional Korean dishes that one would find as authentic as the meals served at any restaurant on land.  My favorite was the Bi Bim Bap as I had that both going to Seoul and returning back home.  Top that off with their wine and cheese selection and it’s almost like being at a very fancy restaurant.  Trust me, you will never be disappointed and never be hungry stepping off the airplane.

An in-flight amenity bag will take care of all your personal needs and the individual flight cabins that you are seated in gives you enough privacy to make you feel almost like being at home in your own bedroom.

If asked to describe my experience flying on KAL, my response would simply be exceptional, outstanding, superior and inimitable.  Kamsahamnida Korean Airlines for such a wonderful experience!",March 2018,"July 27, 2018",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
It's an A,Seoul,New York City,International,"I flew from Seoul to New-York with Korean Air,  it wasn't bad at all! I'm pretty satisfied with the service,the flight attendants are beyond nice and very willing to help.The food was delicious! They served 2 meals during the flight,  plus wine even for economic class! I'll definitely flight with this airline again!",July 2018,"July 27, 2018",4.0,,,,,,,,
Mrs,London,Osaka,International,"I rang the airline today to warn them of my son’s peanut allergy. First I spoke to call handler who point blank refused to make any provision of food on a flight that is over 15hrs. I then spoke to the manager who pointed me to a policy on their website stating they cannot guarantee peanut free food. I was asked to pack food from home for him. Having booked business class and particularly for such a long flight I think this  is disgraceful , to the point of being discriminatory. In today’s age of equal opportunities this should not be allowed. They also said we cannot guarantee peanut free environment. If a person has a reaction by smelling peanuts rather than eating they certainly will not be able to travel. The problem is you do not find out until you ring airline which you would normally do nearer to your travel when you have flight becomes non refundable. So please check with airlines as soon as you book.",July 2018,"July 27, 2018",1.0,,,,1.0,1.0,,,
Another great experience,Sydney,London,International,"My young family & I have flown Korean Air a number of times now, on the same route from SYD to LDN & back again. We have always found the staff to be very accommodating towards us and we have also noticed the airline like to run a tight ship (although that isn’t a bad thing at all). They do offer a stopover service (if you apply) in Korea as they do not have a connecting flight to LDN the same day and this is an absolute godsend with two young children. I can’t fault the cabin crew, who love to interact with the kids and make the whole experience stress free. A really good airline, that we will continue to use & recommend.",July 2018,"July 26, 2018",5.0,4.0,4.0,3.0,5.0,5.0,,,
"good food, comfortable seats, decent film selection.",Okayama,San Francisco,International,"flown Korean Air many times, always mostly impressed. stewardesses always polite, with good English. usually a good movie selection, though the last flight was a bit meh, but you can't always get what you want. food generally ok, with a decent selection and various restrictions taken into account when booking, which is nice. decent leg room in economy, too. only thing that makes me sad is in December heading to the UK they changed one flight so I had only a 40min layover and had to switch it to the next day - they comped my hotel, but this has taken away the easiest/cheapest route to get home for christmas, so I have to fly with a different airlines, and not even skyteam for my airmiles. but again, minor inconvenience really, so if I had the choice, I would fly Korean Air again.",July 2018,"July 25, 2018",4.0,,,,,,,,
Flown Korean airlines for years and enjoy their.....,Atlanta,Louisville,Domestic,Flown Korean airlines for years and enjoy their Service and food quality especially appreciate the stewards and high service!,June 2018,"July 25, 2018",4.0,,,,,,,,
Korean Air - Great Airline,Hong Kong,Phoenix,International,"We flew as a family of 4 on Korean Air from HK to LA (thereafter to Phoenix, AZ) and returned from Hawaii to HK. There was a layover at Incheon both ways which wasn’t long. If anyone has ever traveled for 24 hours across the globe, they know what it is to be grateful for fantastic service and quality! We were not disappointed - KA had all the necessary ingredients: competitive price, fantastic aircrafts (Boeing747, A380 etc); good service (the staff were absolutely polite and helpful); great quality (food service, movie selection, flight time management). 

The Biz class section stretched the entire length of the plane so there were many to serve but service was top notch and consistently good. (See my review on American Airlines First class service which was horrific). The seats were fully equipped with latest WiFi, touch screen systems and lighting. We had an opportunity to be on the fast track lanes at immigration which was v helpful in the busy summer period. 

The beef entree (international offering) was good and the range of alcohol was generous. We had a Bar on the A380 which kept my husband and many others v. happy. 

The seats could be a little more plush in sleep mode (I’m a side sleeper and there was not much cushion) but it was not a big issue as it did stretch out flat. 

All in all, it was a fantastic experience and it was wonderful to be so well-looked after! This was our first trip on KA to the USA and we will take it again in the future for other destinations.",July 2018,"July 25, 2018",5.0,,,,,,,,
Terrific Airline to fly with,Rome,Brisbane,International,"Booked European Holiday flying with this airline, first time flown with them . Great service, planes had plenty leg room . Crew were top class going and coming home . Stopped off at Seoul Airport in return jorney , stop over lounge with daybeds free of charge and comfy lounge chairs as well , free internet, plenty charge points for phones etc Meals on the flights were best I have had for economy deal . Would recommend them , 👍",July 2018,"July 25, 2018",5.0,,,,,,,,
Very Impressive Airline,Auckland,Seoul,International,"First time flying Korean Air, our experience was better than anticipated. The service was efficient and friendly, the meal options were impressive - 3 meals to choose from and my husband and I both had different mesls but both were equally tasty. The leg room was surprisingly good....actually better than some of the bigger airlines and the seats didnt seem to recline right into your face which on a long haul flight is a big relief. The bathrooms were clean and well stocked with a lovely bottle of liquid soap and a luxurious moisturiser.
Not a large range of movies etc on the in flight service but what they had was well worth the watch. 
The airfares were decent .....overall we both commented that we would definitely fly Korean Air again.",,"July 24, 2018",5.0,5.0,4.0,4.0,5.0,4.0,,,
Up and down,New York City,Phnom Penh,International,"Overall good job on my first leg of the flight though the spacing on time between meals should be better going 10 hours without food is not a good thing on a 15 hour flight, on the second leg of the trip which lasted 5 1/2 hours the air conditioning was deplorable and when I asked the flight attendant she said she would check but every time she passed me she avoided me this is the main reason for such a low rating.",July 2018,"July 23, 2018",3.0,,,,,,,,
"""Comfortable + Budget + Friendly Staff = Awesome Fly""",Male,Colombo,Asia,"Starting from the making a booking, always KE team is very helpful. Almost one and half year i'm dealing with KE sales team in male for book any flight directly and they are always giving response at earliest. would like to recommend about Food and drinks, Friendly staff, Entertainment in the flight. Even its short time fly, always i got perfect and safe journey.",March 2018,"July 23, 2018",5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
One of the best flights ever!,Washington DC,Ho Chi Minh City,International,"Flew from DC to South Vietnam via Seoul.  On time, great service from gorgeous flight attendants.  Food was some of the best I have ever had on an airline.
I loved the colors of the interior of the plane and attendants matched.  It was all so zen.
No delays, great airport in Seoul, so modern with great seating areas and things to do.",April 2018,"July 23, 2018",5.0,,,,,,,,
Recommended Airline,Bangkok,Seoul,North Asia,"I did not mean to fly by KE. My destination is Shenyang city in China which no direct flight from Bangkok to there, only Nok Scoot fly direct but we not convenience to take flight from Donmuang Airpot and so expensive even it show low cost airline. So we try to find good connection flight and we got good price and good connecting time from KE. We fly from Bangkok to Incheon then connect to Shenyang. Our travel plan quite smooth as we can check luggage through from Bangkok to our destination. No worries for our luggage once we need to change the plane at Incheon. Flight attendance are lovely, food and drink are good as well.",November 2017,"July 23, 2018",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
My to-go flight !!!,Toronto,Seoul,International,"Personally I like flying with Korean Air. Their flight attendants are always friendly and smiling. They help you put the luggages up. They serve you beverage any time (literally any time!) at the call, unlike Delta who tells you to “stop calling them for water” (happenend many times). They go beyond to help you feel at home. Their meal is not only healthy but tasty. They serve you a cup of ramen whenever you request. They don’t let you feel hungry or dehydrated!! I feel grateful everytime for their sincere effort to make your flight comfortable. And lastly, their loyalty program is the best!!",July 2018,"July 22, 2018",5.0,,5.0,5.0,5.0,5.0,,,
The best airline so far,Tel Aviv,Seoul,International,"Very good experience twice with Korean Air. Spacious airplane, plenty of room for your feet, entertainment system is great. Very good service and surprisingly good food! Seriously, I never expect anything from air food and this was a pleasant surprise, restaurant quality. Order Korean if you like spicy but the other version for foreigners is great too.",June 2018,"July 22, 2018",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Would fly with this airline again,Auckland,Seoul,International,"Firstly I chose this route and carrier for cost reasons. I am a terrible flyer and the last two trips between the Uk and New Zealand I didn’t sleep at all so decided to fly business class. This route was far cheaper and I had the pleasant surprise of excellent service, food and facilities",July 2018,"July 21, 2018",5.0,,,,,,,,
Usually excellent,Tokyo,Seoul,North Asia,"We always fly Korean Air around Asia. There is always plenty of leg room, the planes are always clean (for an aeroplane), the food is good and the staff are polite and attentive. Unfortunately, I was on a flight that was delayed for 7 hours. However, Korean Air made efforts to compensate us for this.",July 2018,"July 21, 2018",4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
High end all the way through,Seoul,Los Angeles,International,"We were on the A380 were the entire upper deck is BC. Very comfortable fully reclinable seats. Food and service were according to expectations. In-flight entertainment a little bit limited in terms of range and variety. A nice aspect is the little longe/Bar at the back of the cabin. A few seats or just standing at the bar and a Hostess is mixing you drinks as you would like them. A nice way to fly!
During the flight the Worldcup England vs Sweden game was played and the Crew made an extra effort to find out the final score for me - much appreciated.",July 2018,"July 21, 2018",4.0,5.0,4.0,4.0,5.0,4.0,,,
Korean Air - well worth considering,Auckland,Seoul,International,"From the moment I boarded the plane for Seoul, I felt welcomed.  The cabin crew were so polite and very considerate.  The food was excellent - and their is a choice of traditional Korean or western-style food - and the wine selection was impressive.  I would absolutely and thoroughly recommend Korean Air.",June 2018,"July 21, 2018",5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0
"Good, clean and ontime",Taipei,Seoul,North Asia,"Had a flight with this airline on the way back from Taiwan. 
Checking was really good. Helpful and friendly agent. Boarding process was clear and fast. Seats were pretty comfortable and clean!
Food was good for the short flight. 
Flight attendants friendly and efficient. 
Would fly again!",July 2018,"July 20, 2018",4.0,4.0,4.0,5.0,5.0,4.0,,,
Service par excellent,Seoul,Nadi,International,"Last leg of 26-hour flight was made comfortable by the team on board KE137. Excellent service by  Kim Na Yeon & Jang Jeong Hee made my experience awesome. Good korean food, beverage plus great entertainment followed by a  smooth sleep made me positive when I landed in Nadi. Thank you team KE.",,"July 19, 2018",5.0,5.0,4.0,4.0,5.0,4.0,,,
They aim to please. It's an Asian thing,Manila,Seattle,International,"Attentive, courteous, pleasing Flight Attendants. I had the Korean choice of food and that was good.",July 2018,"July 18, 2018",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
Flighing like a King is always best,New York City,Seoul,International,"The service was excelent and the staff attention to details was exceptional. The staff adressed you by name and was very personal. You felt at home and the ride as smooth and relaxing. You ate, had entertainment and slept seeminglessly. Got refreshed, ate again and was ready for business on arrival. This is the way to travel. The plane is large and so you can take a strol and go upstair and have a drink and a little conversation with another traveller.",November 2017,"July 18, 2018",5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Wonderful airline,Seattle,Bangkok,International,We’ve had the opportunity to fly transpacific several times in the past using different Airlines and I have always been so impressed with Korean air. We traveled from Seattle to Bangkok via Incheon international airport. The entire experience from the flight attendants to the quality of the meals to the comfort of the chairs and the personal entertainment systems was terrific!  Will continue to seek out this airline in the future.,July 2018,"July 18, 2018",5.0,4.0,4.0,5.0,5.0,4.0,,,
Great flight experience,New York City,Manila,International,"I was very impressed with the service and the meals provided.   The ticket agent, customer service and flight attendants were always helpful.  The terminal in South Korea was beautiful with transit passenger lounges and an abundance of restaurants and shops.The only negative is that one of my suitcases were received back at JFK damaged and wrapped in plastic with no explanation of what happened.   .",July 2018,"July 18, 2018",5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0
Wonderful service,Ho Chi Minh City,Seoul,North Asia,Have flown Korean Air 4 times. Excellent service. Flight attendants cleaned lavatories several times during a long flight.  Clean lavatory is very important on a flight.  All 4 planes are new or new-ish.,July 2018,"July 17, 2018",5.0,,,,,,,,
Great service,Vladivostok,Seoul,International,Short fight. Very efficient in terms of providing food and beverage. Excellent korean meal. Awesome duty free deals. Worth the flight. Entering is upto date including international non English movies. Enjoyed every bit of it.,,"July 17, 2018",5.0,5.0,4.0,4.0,5.0,4.0,,,
Excellent service,Male,Colombo,Asia,Before I used to travel with SriLankan airlines my last 2 trip I travel with Korean air is totally different experience excellent in flight service and very good food and really worth it I will recommend to fly with Korean air between Colombo to Maldives,July 2018,"July 16, 2018",4.0,,4.0,5.0,4.0,4.0,,,
East is the Best,New York City,Hanoi,International,"Further evidence that Eastern airlines are far superior to their Western counterparts. On-time with excellent customer service provided at the terminals and on board. Meals were tasty and just the right quantity, seats were spacious, legroom was excellent and very comfortable, and a wide range of entertainment options on board. Felt like a guest not just a seat number being nickeled and dimmed for everything.",July 2018,"July 12, 2018",5.0,,,,,,,,
"short, busy efficient",Seoul,Osaka,North Asia,"We jus wanted to get home. Tired after the first leg of the journey, we barely noticed this first hop. Boarding seemed to take for ever, perhaps because we were so tired. Lots of hustle and bustle as the flight crew did everything they had to do in the short duration of this flight. A token meal wrapped in plastic.

Next thing we knew, we had landed at Kansai, slightly ahead of time. No hassles.",January 2018,"July 11, 2018",4.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0
Great flight,Honolulu,Tokyo,International,"We always find international airlines to provide exceptional service. Korean Airlines is no exception. In addition to the standard pillow and blanket, we found a toothbrush set, pair of disposable house slippers, headsets and a bottle of water on our seats. We found the leg space to be more spacious than other commercial airlines. The service was excellent and the bibimbap was delicious!",June 2018,"July 10, 2018",5.0,,,,,,,,
not bad at all,New Delhi,Seoul,North Asia,"The flight was delayed. Then there was some confusion about the gate, with different indicator boards displaying different information. Then it was delayed a couple more times.

By the time we got on board, we were half asleep anyway. Things went well after that. We slept. They woke us up to feed us. We slept again. The flight didn't seem long. The service was good. Not much turbulence to wake us. We even made up some time on the journey and were able to catch our connecting flight.",January 2018,"July 10, 2018",4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0
Attention to detail,Busan,Bangkok,Southeast Asia,"I enjoyed the hospitality from the cabin crew. The seats were normal economy seats, but the friendly service made the flight enjoyable.",May 2018,"July 9, 2018",4.0,,,,,,,,
Best Airline I have travelled on,Sydney,Vancouver,International,"This is the best Airline I have been on. Cabin service was just outstanding. You could not fault  even on the smallest point.
I would say I am now Korean Air unofficial brand ambassador....as I will be recommending them to all my family and friends. To all the cabin crew that was in my flight from Sydney to Vancouver on 07.07.2018 I would like to thank you for an awesome service. They went above and beyond!!!.
Just as an example, my travel agent and an error and only booked special meal for 1 out of 5. The crew made all efforts to accommodate our needs, and pass on to ground staff at Inchon who located us from the check in line and updated that all 5 will now have special meals for  our next leg and return flights as well.",July 2018,"July 7, 2018",5.0,5.0,5.0,5.0,5.0,,,,
Fantastic,Seoul,Istanbul,International,I simply like flying with Korean Air. The airplanes have more legrooms. And the seats are comfortable and bigger. The flight attendants are attentive and try to please everyone on the flight.,May 2018,"July 6, 2018",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
All inclusive,Honolulu,Seoul,International,"I hope that Korean Air does not change their policies. Nd I hope that this review doesn’t fill the flights that we book. The bags from OGG were handled by Hawaiian Airlines through our final destination of BKK because it was all on one itenerary. This review is for HNL to Incheon. I think that our section was about 90% full. The leg room is about 12 inches, way more than the other dedicated airline that we fly. There were no extra charges for the back-of-the-seat screen entertainment and the headphones, like other airlines may charge.  USB and 110v ports allow for charging even in the back cabin. As usual, the restrooms were well monitored and especially clean when I need to go. What I pointed out to my son was how the staff was actively walking the aisles and not just disappeared somewhere. The call-lights around us,even when accidentally pressed, were answered very quickly! And at times it wasn’t even by our regular steward/ess. Got to say, they must have emphasized customer service in their training. Thanks again Korean Air",July 2018,"July 5, 2018",5.0,4.0,3.0,5.0,5.0,,,,
A380 business class is only okay,New York City,Seoul,International,"A380 business class has tons of room but very little privacy.  2-2-2 layout with straight-facing seats and no dividers makes for no real privacy.  Fortunately business class was fairly sparsely populated, but if not it would have felt quite full.  Service and food were fine, lounge in the back is a fine place to stretch legs and get a drink.",June 2018,"July 5, 2018",3.0,5.0,3.0,3.0,4.0,3.0,,,
Enjoyable Flight,Nadi,Tel Aviv,International,"The flight was quite long and exhausting but the excellent service made me forget as to how long the trip was. For the Incheon-Tel Aviv the staff were very helpful even writing the menu in a piece of paper so we could pick easily, which was impressive because sometimes it was hard to understand what they were saying. But overall it was an enjoyable trip and I would do this trip again.",June 2018,"July 4, 2018",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Best Ever,Seoul,Auckland,International,"We thought the outward trip to London was fantastic but the second leg of the return flight was absolutely superb.   The service is impeccable with caring polite cabin crew for whom nothing is too much trouble.   The food is excellent with the choice of Korean or European.   The finishing touch was when your allocated crew person came and thanked you personally for flying with them.

Would we do it again - oh yes even though it does mean a stop over.",June 2018,"July 4, 2018",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,
Not Allowed to Plug Anything into Seat Powerport,Seoul,Cebu Island,Southeast Asia,"We purchased R/T Business Class (BC) seats from Cebu to San Antonio, TX. I use a CPAP Machine and we purchased the BC Seats because the websites for CPAP use recommended them. On the trip to San Antonio we flew Philippine Airlines, Japan Airlines, and American Airlines. Philippine and American Airlines (AA) allowed me without limits. Japan Airlines has a website of FAA approved CPAP Machines, mine was fine. Coming back we flew AA to Korea then Korean Airlines (KAL) on the last leg to Cebu. I was surprised when the Flight Attendant stated ""Nothing can ever be plugged into their seat powerports"". I wrote their websites contact after the flight asking if the Flight Attendants response was Official Rules for KAL. They responded quickly after just a couple days saying the Flight Attendants Response was correct and they recommended I bring enough back up batteries for all my electrical needs for 150% of their flight times! They also stated that I must apply for permission to use any medical device on all their flights at least 48 hours prior to flight.",June 2018,"July 3, 2018",2.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0
Korean air sucks,Singapore,Seoul,North Asia,"Due to timing concern, we booked Korean Air fir our holidays. 2 days prior to check in, we were informed we cannot do online check in as need to verify our credit card details before we can do mobile check in. We booked n paid for our tickets since Feb n we are traveling in May. Why verify details after they have already charged us? This made us lose a chance to check in together n seat together as a group of 8!! 
When we return from Seoul, we were told our check in luggage cannot be more than 23kg. After which will be charged USD100 per second piece, irregardless of weight. But hand-carry can be 12 kg! Isn’t this ridiculous?? Most airlines now accept 30kg with unlimited pieces n hand-carry weight 7 kg. This makes more sense than asking passenger to carry a 12 kg load into cabin isn’t it? 
Will not recommend Korean Air to my friends due to all these unhappy moments. Still prefer SQ.",May 2018,"July 3, 2018",1.0,2.0,3.0,3.0,1.0,1.0,,,
Great way to break up the long haul,Sydney,Paris,International,"We fly to either Paris or London from Sydney every year. Over the past five years we've learned a lot to make our flight more comfortable. By far the best change we've made is to fly Korean Air via Seoul. The flight leaves early in the morning Sydney time and arrives in the afternoon Seoul time. The airline provides a night in a lovely 4star hotel (they provide bus transfer - 15 minutes or so), fantastic buffet dinner, luxury room with large modern bathroom, buffet breakfast if the flight doesn't leave too early. After a sound and very comfy night's sleep they transfer you back to the airport for the next leg, arriving Paris or London in the afternoon.
Your body clock is not affected as you've travelled a day, slept and travelled another day. No jetlag!
The staff are friendly, the movies are good, the food is ok.

Unfortunately it doesn't work the same way going back to Sydney, but you can choose to pay a bit extra for a sleepover.
Each leg is only 10-11 hours - much better than the 18 to Dubai or Abu Dhabi.",,"July 3, 2018",5.0,4.0,4.0,5.0,5.0,5.0,,,
"For travel to/from Korea, Korean Air's got the BEST inflight food selection",San Francisco,Seoul,International,"For all the bad press in Korea (Koreans are super critical of Koreans), Korean Air's in-flight crew has a sense of professionalism that no longer appears to exist on US airlines (just a job on the commuter plane feeling). Moreover, I am willing to pay the higher flight price to get on a direct (US-Korea) Korean Air flight (over United or Asiana), just so I can enjoy the in-flight food service!",December 2017,"July 1, 2018",5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Great airline,Seoul,Honolulu,International,This is a favorite airline of ours. Highly recommended to families. They have always been great with children.,June 2018,"June 30, 2018",4.0,,,,,,,,
Below average experience all around,Seoul,New York City,International,"I took a total of 4 flights from Korean air during the early months of feb 2018. Sydney - Seoul - JFK and back. For some reason 3/4 Of the flights were delayed due to “paperwork issues”. Something I’ve never heard of or experienced prior to korean air. Resulting in long delays for myself and fellow passengers. It was mostly a nuisance especially for someone who had a short connecting flight after. 

The food was decent however the seats were beyond uncomfortable. Decent for short flights but in no way acceptable for 13+ hr journeys. Entertainment was limited especially compared to other airlines. 

The service on board was inconsistent and drastically changed from one stewardess to another. A few might I say had serious attitude problems. One in particular refused to let me eat my own pre-purchased meal on the plane. Which has never happened to me in any airline, domestic or international. Being someone who has special dietary needs and is unable to eat airplane food it was beyond infuriating. I tried to reason with her but she refused to comply. Using the excuse that other passengers felt uncomfortable with me doing so when no one has complained. Her tone of voice was condescending and attitude unprofessional. Was not impressed with the service. 

Will rethink about using korean air in the future.",February 2018,"June 30, 2018",2.0,4.0,2.0,2.0,2.0,3.0,,,
Inconsistent,Seoul,Toronto,International,"I fly from South East Asia to Toronto quite often, and Korean Air had the best schedule for me.  Unfortunately I have a disability and Korean is wonderful with wheelchair service, but they completely lack any compassion when one wants to select a seat—one is only allowed to select a seat 24 hours in advance.  On the way over to Toronto I was given a window seat, and I have a great deal of difficulty getting into and out of the seat with my back disability—and they don’t seem to understand nor relate to clients requesting “disability “ seats are doing it for a reason.   

There is nobody to talk to at Korean Air because rules are rules.  Shame on you—Korean Air",June 2018,"June 29, 2018",4.0,,,,,,,,
Korean Charmed,Seoul,Dallas,International,Any chance my wife and I are able to fly with Korean Air we book our flight immediately. The Korean staff from counter service to inflight service is always consistent and second to none. Food and beverage was served the entire flight across the Pacific from Korea to Dallas. Korean Air will spoil you with their charm.,June 2018,"June 29, 2018",5.0,,,,,,,,
I often select KE as my airline whenever possible. Their in-flight service is excellent.,Washington DC,Hong Kong,International,"I used KE round trip. Both ways on all sectors of the flight, there was excellent in flight customer service. The gate crews are less inclined to be gracious as they are usually managing a larger crowd for boarding. I notice also that the lounges for premium passengers have no announcements - so you are responsible to watch out for your flight time. Other lounges do announce the flight boarding times. They say they do this not to disturb the other passengers in the lounge.",June 2018,"June 29, 2018",4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0
