title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
The best airline I have ever used,Boston,Tokyo,International,This was a non-stop flight from Boston to Tokyo and it was by far the best flight experience I had ever had. The attendants were flawlessly dressed and extremely polite. The food was excellent and the plane was spotless.,November 2018,"February 12, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Pretty quick flight,Asahikawa,Tokyo,Domestic,"Great quick flight with excellent service.  JAL always lives up to its reputation as a top-notch quality airline.  I like that when weather related problems at my destination could have caused a delay or diversion of my flight, JAL notified me about it.  Delays can be quite annoying to say the least and by being informed about the possibility lessens the impact.  The flight wound up being delayed about 15 minutes.",February 2019,"February 12, 2019",4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
日本航空,Hong Kong,Tokyo,North Asia,"日本航空公司班機
上次一月份去日本東京 乘搭日本航空公司 令我對日本航空公司非常有歸屬感 服務品質高 食物又差
Japan airline : I go japan for shopping and I took japan airline .I have some comments for this airline .it is really good . Nice food than others airline ,Good service and Polite ,even I book econ class , the seat also wide and comfortable.it have wiskey drink and beer and snack .I like it so much ,I will suggest my family and friend to take japan airline if for family trip to japan . so I do choose japan airline each time I flight to Tokyo . It is my first choice airline . Thank you so much !",January 2019,"February 11, 2019",5.0,,,,,,,,
Great airline----TERRIBLE airplane----Yikes!!,Vancouver,Tokyo,International,"The airline was perfect, the flight crew epic and the food wonderful. The Boeing 787 ""Dreamliner"" as outfitted by JAL is the worst aircraft on this planet and likely any others. Whatever you do avoid the 787 and go for the 777. The space between the forward seat and your face is so close that it renders the entertainment system useless (see the enclosed photo). 
Having purchased the seats months before departure JAL could have made a bit of an effort to seat my wife and I together but it is still the seat spacing that makes this ride terrible. Only two classes of seats, economy and first class. No good options here.
Food, crew, cleanliness and everything else was wonderful. Just a miserable ride.",February 2019,"February 10, 2019",5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0
Japan Air Flight 17,Vancouver,Tokyo,International,"This was my first experience with Japan Airlines and overall it was very pleasant.  I had the pleasure of sitting in business class and honestly, it’s the only way to travel on a long flight!  Food was excellent, flight attendants were very professional and well put together, and I loved having a ton of leg room!  Only downside?  The WiFi was useless.  I purchase a flight pass and it worked for the first hour.  That’s okay.  I entertained myself with free movies and shows.  Two thumbs up for Japan Airline!",February 2019,"February 10, 2019",5.0,5.0,5.0,5.0,5.0,4.0,,,
JAL Milage bank very difficult to use,Boston,Tokyo,International,"flew on business class last december. flight was great. and we have accumulated milage on several of our flights with them. service is great. but the japan milage bank website is so bad.. we tried to redeem the milage and it was so difficult to use. we can only book flights to or from japan. booking process is so tedious. 

i have used kriflyer several times and it is much easier to use. i can complete a booking within 5-10 minutes on krisflyer website. i spent half an hour on jal milage bank site and finally gave up. their customer service is also very bad. the wait time is 40 minutes or more.",December 2018,"February 9, 2019",1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0
Good flight,Melbourne,Tokyo,International,"This was our first JAL flight as we usually do long haul flights with another carrier. I think the legroom was better than what we are used to, however that is where the similarity ends. There was no menu and no idea what drink options there were. When meal time comes, you are offered one of two choices. The food was fine though. Service through the night is limited which is normal. One flight was slightly delayed but that is not usually the fault of the airline. Overall, we arrived safely, in relative comfort and that is what matters to me. It was a pretty good flight but still a bit to go for top marks.",November 2018,"February 9, 2019",4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
Great !,Paris,Tokyo,International,"Great flight, good food and nice staff. The only bad thing is the 12 hours flight, it's too long, obviously JAL is not responsible for that . When I take a plane for 3 or 4 hours flight I have no problem, so with nearly 12 hours I came very tired.",June 2018,"February 9, 2019",5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
If you have to fly economy you may as well fly the best,Sydney,Tokyo,International,"By far the best economy seat I have ever flown.  I am over 6 feet tall and there was more room, especially leg room when the seat in front was reclined.  Service is top notch and the staff are especially polite and helpful.  Best economy I have ever flown.",January 2019,"February 5, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Terrible service,Shanghai,Toyooka,North Asia,"Terrible service ! 6 hours delay and no information , no servies for Business class     not 5 stars airline !!!!!",February 2019,"January 31, 2019",1.0,,,,,,,,
Poor seat and bad onboarding process,Taipei,Tokyo,North Asia,"Airline between TSA and HND is a popular choice for its short distance to downtown and JAL has an advantage of flight time for TW based passengers.
However, the deployed airplane(s) for JL96 and JL99 is quite old-decorated. The seat facility including seat adjustments, personal TV or even seat width are all quite medium to low quality. The seat adjustments are not working smoothly and personal TV touch screen is not always responsive.
The ground staff for my departing JL96 flight is not friendly either.
I had a ski luggage and she asked if there is a wax therein.
I answered it is a whole new ski and should be coated with wax and no box of wax additionally. Next, I asked her whether wax is considered as flammable material so cannot be transported. And No Response from the staff anymore, she just felt unhappy of a ski luggage....a really bad experience of Japanese Company service!

Both JL96 and JL99 boarding gates are quite far away from terminal entrance. The passenger bridge is only with one entering way. Once biz class passenger seated, all passengers will walk through your seats and need to mind not being slapped by other people's jackets, backpackers and even arms.....",January 2019,"January 31, 2019",3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
Are you kidding me!,Tokyo,Okinawa City,Domestic,"We were going from cold weather Mt. Fuji to warmer weather in Okinawa.  So we had more than normal clothing. We had to check in 2 luggage per person and the allowance was only 20 kg per person PER PERSON.  That means 10 kg or 22 lbs per suitcase!  Some suitcases already weight 5lbs! Most airlines allow 20 kg per suitcase even low budget Airline like Peach allows 20 kg per suitcase. 
We had to pay over US $130 for overage and we were flying J class or their premium economy class. What a rip off!
I definitely am not recommending JAL to anyone!
I would definitely like to hear from someone at JAL to hear their explanation!",,"January 31, 2019",1.0,4.0,4.0,1.0,2.0,2.0,,,
End of January Low Season Flight (but change to come in peak season),Vancouver,Tokyo,International,"I took an end of January JAL flight from Vancouver to Tokyo Narita and was surprised at how empty business class was - I counted the front section of the B787 where I was seated (seat 1K, right side first row window) and about half the seats were empty.  Therefore, almost every passenger had an empty seat beside them and with 3 toilets for business class, there was always an available toilet with no wait.  The flight was punctual as is reliably common for JAL, and service and food was excellent.  I selected the Japanese meal for the first meal (lunch) as I find generally the Japanese meal is better than the Western choices on JAL, the starter bento box provides an always interesting combination of many different small bites, and overall the Japanese meal seems more substantial than the Western meal choices.  The main is always two meat/chicken/fish with rice and pickles and this time, it was fish and chicken.  

For the second meal, a smaller snack before arrival, I selected the Western set as the Japanese meal did not seem particularly interesting and was surprised when the flight attendant came back to advise me they were out of the Western meal and whether I would take the Japanese meal instead.  I reluctantly agreed and probably frowned as a minute later, she returned to advise that another passenger had agreed to switch their meal choice and she would be able to serve the Western meal to me after all.  I was glad as the Western meal was very delicious, particularly the mango citrus slaw and the soft fresh rolls.

I noticed JAL was serving two Junmai Daiginjo sakes on the flight so I asked to try one, expecting to be poured a small cup for tasting.  Instead I was given a whole small 180 ml bottle, which was very nicely full bodied but much more than I could drink.  

The usual complaint about the 2X2X2 layout and no direct aisle access for window seats in the B787 Dreamliner used by JAL for this route did not apply this time as the half empty plane meant I had an empty seat beside me so no effort to step over another passenger.  The angle flat seat is still not as good for sleeping as a fully horizontal flat seatbed, but I did note JAL has introduced a new dense foam pillow instead of the previous soft fill pillow and it was much more supportive. 

Being in the first row, I had the smaller pull out from the armrest screen instead of the larger screens in the other rows which have the screens on the back of the previous row, but I always thought the smaller screen was a good trade off for a window seat that has much easier step over access if there is a passenger in the aisle seat and because JAL does not have as broad a selection of movies as Cathay Pacific or British Airways, for example, by comparison.  But I was a bit surprised JAL had Bohemian Rhapsody playing on the flight whereas a Cathay Pacific flight I took on the next day did not have it yet.

Checking on future planned travel, I discovered that JAL will be switching to a B767 on the route during the peak season starting in early June and that the plane will be equipped with JAL's much nicer fully flat Sky Suite II with direct aisle access for all seats.  However the trade off appears to be price as flights in early June to around mid-October seem to be priced around the $4,900 range round trip instead of the current $3,400 or so.",January 2019,"January 31, 2019",5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
"Great Airline, Great Service, but Frankfurt Airport Lounge substandard",Tokyo,Frankfurt,International,"We enjoyed a wonderful flight with Japan Airlines from Tokyo Narita to Frankfurt return in January 2019.  The flight from Narita to Frankfurt is of high appeal to me as I do not like night flying and with a departure out of Narita around 11.00am local time and arrival into Frankfurt at 5.30pm local time and flying over the beauty of Northern Russia, it is a fantastic flight.  Similiarly, the return flight from Frankfurt is 50% daylight with a 7.30pm departure out of FRA and afternoon arrival into NRT.  The ongoing service, in flight catering, and on board facilities of the Boeing Dreamliner 900 series is fantastic.  The only failure was the JAL lounge at Frankfurt which is definitely not up to JAL standards.  The venue, catering and the environment is none different to a school classroom. Needs a major overhaul.  we look forward to flying same route with JAL again next year.",January 2019,"January 30, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Terrible customer service,Sydney,Tokyo,International,"My partner and I booked the listed tickets and received multiple emails of cancellation of seats and 
change of flights. This resulted in the following: 
- Firstly, seating that was not together
- Secondly, downgrade to economy
I called and spoke to a JAL representative and I was informed that premium economy was not available due to the change of flight and was told I had to downgrade to economy or pay the difference and 
upgrade to business. I then asked if other dates were available for premium economy as my partner 
is a tall gentleman and cannot fly economy and was told that no dates can be confirmed. 
I asked to speak to a manager and this was denied. I had to argue to have a refund which I still have 
not received.
This has been an appalling experience and subsequently ruined our holiday to Japan. I would never 
fly with Japan Airlines or recommend JAL services based on the extremely poor service I received. 
There was absolutely no attempt to fix the problem, which your airline created by changing the 
flight. Good customer services means assisting the customer – this was not the case. A very unsatisfactory outcome.",January 2019,"January 30, 2019",1.0,,,,,,,,
Old and tired,Bangkok,Tokyo,North Asia,"The overall experience from
The lounge to the flight was sub par .
I was expecting a lot more and was completely disappointed.
The lounge was very old and the food wasn’t far behind .
The flight was just ok and the seat was old as well",January 2019,"January 29, 2019",3.0,4.0,3.0,2.0,3.0,3.0,,,
Affordable Domestic Fares for Foreigners with Japan Explorer Pass,Tokyo,Aomori,Domestic,Chose the airline because of the Japan Explorer Pass that is available for foreigners to fly domestic routes on a very affordable fare. Service and comfort on board was good. Check in process is very efficient and staff courteous and helpful. Would definitely choose JAL again because of the provision of this Explorer Pass. Thank you!,December 2018,"January 28, 2019",4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0
Amazing Experience on Japan Airline,Singapore,Honolulu,International,"We flew JAL recently from Singapore > Narita Airport > Hawaii and I would highly recommend JAL airline. The chair for the airline is larger than other airlines since I had plenty leg and elbow room. I felt comfortable the whole flight so can’t complain too much. The in flight entertainment content was plentiful so if you stay awake the whole way you won’t be bored. 

The staff was very helpful and service was excellent.",January 2019,"January 27, 2019",4.0,4.0,4.0,4.0,,,5.0,,4.0
Will certainly travel with JAL again!,Melbourne,Tokyo,International,"We flew JAL recently from Melbourne to Tokyo - Narita and I would recommend this airline to friends and family and not hesitate in flying with them again.  I had booked the tickets using Webjet and then choose our seats by visiting the JAL website after consulting Seat Guru.  I would have liked to see the price for Premium Economy but this was not an option on Webjet ( it may have been out of our budget anyway!).
As my son and husband are quite tall I prebooked aisle seats for them, the seat configuration on our flights were 2 4 2 so we had one seat behind the other in order to get the aisle. The seats seem to be slightly deeper and there seemed to be more elbow room due to the seat configuration. Don't get me wrong it is not Premium Economy though! But we were comfortable.
From check in to boarding and landing the customer service was spot on. The plane left on time with no delays. The flight to Tokyo was an over nighter and we were given a snack bag and then breakfast close to arrival. On the flight home from Tokyo to Melbourne we had a flight during the day and we were served lunch and dinner.  There was a good offering of movies and entertainment which was easy to access.
We were very impressed with JAL and will definitely fly with them again.",January 2019,"January 26, 2019",4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
Efficient and Courteous,Shanghai,Osaka,North Asia,"We flew JAL from PVG to KIX and a return flight NRT to PVG recently and we were totally wowed by the level of service we received, the comfort on board, and the efficiency of boarding/deplaning.

The meals were edible, though nothing incredible - by the hagen daz ice cream was a nice touch.  We loved the SkyKiwi drink, and were so please that we could opt for that along with a glass of wine and a cup of hot green tea after our meal.  In flight entertainment was awesome, and especially on our second flight when we had a newer plane with their extra-wide economy seats we were SO comfortable.  One of our best flights ever.  They gave us blankets even for the short haul flights, and the little things like cup holders and extra compartments in the seat back really made for an enjoyable flight.  Can't wait to fly JAL again!",December 2018,"January 26, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
Never again,Honolulu,Osaka,International,"JAL is supposed to be all about customer service and I did not get that. I went in line and due to a codeshare flight I checked with their staff to Check if this was the right place I need to be. The staff in polo shirts were like no, you need to go 2 gates down.... carrying two heavy luggage, I raced there to find out I need to go back to the original spot. Sweating and tired I told them of the situation and they tell me that, the staff in their check in counter area don’t know how to speak English and not their staff...so this situation does not have to do with JAL... ummm ok... 
then one of my bags was 3 kilos over and they charged me.. haha. Great service recovery too! -_-;;;",January 2019,"January 26, 2019",2.0,,,,2.0,,,,
Great service and excellent food but not cheap,Osaka,Los Angeles,International,"The food and drink options were excellent,  the seat didn’t lay completely flat and I ended up sleeping reclined but was very comfortable.  I feel like premium economy may be the best value for the dollar with this airline but if it’s not available then business class is still a good but pricey option.

Cheers!",January 2019,"January 25, 2019",4.0,,,,,,,,
Best Asian Airline for me,Bangkok,Tokyo,North Asia,"Yes, the way it should  be when flying. Highly respectful and well educated crew, staff, absolutely ravishing food , real champagne ,not fake bubbly like on First (haha) American or even worse UA and of course japanese elegance. I tried ANA several times, each time was disappointing so I came back to JAL. By far the best airline on oneworld together with qatar and cathay. All the rest on that alliance just pathetic. Big seats, good selection of food,elegant dark design,unlike that horrible ana blue, either japanese or european meals,drinks first class. Excellent wine selection.Nothing to complain.",January 2019,"January 24, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
A First Class First Class,Ho Chi Minh City,Los Angeles,International,"Everything first class is supposed to be.  Private compartments, great ameneties, Bose headphones, excellent food and wine, pajamas, and lie flat beds made up with mattress pad and quilt by attentive flight attendants.",January 2019,"January 24, 2019",5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0
Excellent,Boston,Manila,International,"This airline is a amazing lots of food to eat hostess was great, everything with the flights was great. I would recommend to everyone",January 2019,"January 24, 2019",5.0,,,,,,,,
The best way to get to Europe from Melbourne,Melbourne,Helsinki,International,"I flew MEL-NRT-HEL in Premium Economy before flying on to Oslo, returning from Hamburg in October and November 2018.

Simply put, this is an amazing experience, with space galore and a comfy seat.

The food is the same as economy but it's good and you can get champagne (or Sky Time Kiwi, which is well worth a try, as is the Udon de Sky). Service was top notch too.

Both Narita and Helsinki airports are easy and stress-free to navigate. Unusually for Premium Economy, lounge access is thrown in but you can't really take advantage of it, so good are the connections. 

Downsides? The cabin temperature was a bit warm, and the entertainment a bit lacking in English stuff (well, it is a Japanese airline!). And it looks like they're discontinuing Premium Economy from MEL to NRT in early May.

But these are not enough to keep me away - I've booked them again in May - over to Budapest in Premium Economy, back from Paris in economy!",October 2018,"January 24, 2019",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,
Premium economy wonderful experience,Kuala Lumpur,Tokyo,North Asia,The seats are spacious and lots of legroom compare to other airlines and the sector is also quite zone. Very comfortable when travel on long direct flight,May 2018,"January 23, 2019",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
Overall very good service in premium economy,Sydney,Tokyo,International,"JAL service was very good - food, staff, cleanliness, amenities.  Movies were average.

A big bonus in JAL premium economy is access to the business lounge.  This was a great surprise - we enjoyed breakfast in Sydney and several drinks and nibbles in Tokyo on the way home in a comfortable setting.  Everything is as you'd expect in this class of service except there is no priority boarding. We had the first row of premium economy which provides even more space and leg room (although TV screens must fold away).",December 2018,"January 23, 2019",5.0,5.0,,3.0,5.0,4.0,5.0,4.0,5.0
Wonderful Customer service!,San Diego,Tokyo,International,"While this is a long flight, it is a direct flight, which is a huge plus!  The flight attendants were all very polite.  Because its a long flight, everyone gets a pillow and a blanket! You don't get that all the time! I was able to plug in, watch movies, etc and charge my phone, watch etc the entire time.  And even though we had to depart a bit late, the pilots made up a lot of the time!  Overall a really good experience.  Same good experience on the way back!",November 2018,"January 23, 2019",5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0
Surprisingly spacious economy seats!,Melbourne,Tokyo,International,"The economy seats are super spacious and comfortable compared to other airlines. As an average height person, some economy seats felt very cramped and the barely reclined. But with Japan airline, my knee was nowhere near the seats in front. When reclined the angle is very good that I almost thought that I was in premium economy!",November 2018,"January 23, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Manila to Tokyo,Manila,Tokyo,North Asia,"I took this flight together with my family.
The service was awesome. Attendant and friendly crew.
I would also like to compliment the food that was served - best airline food I've had in economy class (Tokyo to Manila leg).",January 2019,"January 21, 2019",4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Spacious seats and good service,Singapore,Tokyo,North Asia,"Had the opportunity to fly to Japan (Tokyo/Wakayama/Nagoya) on a holiday in December 2018, and decided to fly via JAL.  It was one of the best decisions we ever made.  The flight was cheaper than some other airlines and the seats were way more spacious, even roomier than the SQ Premium Economy which I took from MLB to SG. Service was impeccable and food was decent.  Definitely good value for money and comfortable too.",December 2018,"January 21, 2019",5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0
incomparable «in-Japan» treatment,San Francisco,Tokyo,International,"We wouldn't think of flying to Japan with another airline. In 2018 my wife and I made three round-trips between San Francisco and Tokyo on JAL in premium economy, which might be the greatest bargain in airline travel. For a few hundred extra dollars you get the lounge before flying and your bags get business priority. The seats are plenty spacious and lack nothing in comfort. The servers are unfailingly attentive and charming. They don't wake up sleeping passengers for any reason. This is the incomparable «in-Japan» treatment that we love.",December 2018,"January 21, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Super airline, will fly again with them",Dallas,Singapore,International,"American Airlines booked us with Japan Airlines. We rode on the ‘Dreamliner’, premium economy seats were plenty comfy if you can get first class. The chairs adjusted in the legs and back, and even had a foot rest. The movie selection was nice. I liked the goodie bag, they even had noice canceling head phones, which was so helpful for a 14 hour flight. The crew was so kind and kept the lavatories clean, where they left toothbrushes after dinner. I appreciated their food, that’s what tickled me most. The mid flight snack was noodles! Look at the pic! Airplanes on the noodle or veg (couldn’t figure that out). Japan Airlines lounge was nice I pigged out there too. Again the crew was great at all three airports.",January 2019,"January 20, 2019",5.0,,,,,,,,
Great service ... some challenges with the gate crew,Tokyo,New York City,International,Great onboard service and hard product.  Flight delayed due to incoming passengers.  Much confusion with the gate team trying to get the flight boarded.  Very polite but very disorganized.,January 2019,"January 19, 2019",4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0
Not worth the money and the service was horrible.,Boston,Bangkok,International,"Ive always heard that JAL Airlines was a great arline but now that ive experienced it for myself I strongly disagree. I've been flying first and business class for over 25 years so I know a great airline when I see it. Never have I been told that I can't have something to eat that's on the menu until JAL and they also were very slow responding to my request. I paid extra to get extra but its obvious JAL trears you like an economy flier :( biggest waist of money and I will never fly this airline again. There are so many amazing business class flights to choose from. Its sad that for the extra money I paid they still don't value the customer. Needs serious improvements!

Food selection was poor.",,"January 18, 2019",3.0,4.0,2.0,3.0,1.0,1.0,,,
"Clean, comfy, very friendly service",Jakarta,Tokyo,North Asia,"Cabin staff is excellent. Truly caring, friendly, helpful. Exceptionally clean cabin, great coffee. No pajamas but a re-usable cardigan is offered - feels a little strange.. good slippers, ok blanket. Food is not quite what it used to be",January 2019,"January 18, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
Old...,Komatsu,Okinawa City,Domestic,"One of the 2 biggest airlines in Japan, but compared with another (ANA), Japan Airlines have older aircraft, and service is not so good.",July 2018,"January 17, 2019",3.0,,,,,,,,
Excellent Service,Tokyo,Singapore,Southeast Asia,"This airline has excellent service by all staff.  I was on a very, very long trip and while the ""other"" more American Airline was okay, as soon as I transfered to Japan Airline, it was quite a difference.  You are made to feel welcome by all staff at the gate and while in the air.  Everyone is smiling and offering to help you or serve you.  When the gate agents arrived to open it, they all looked at their customers in the gate area and bowed to us!  I will always fly this airline if I have a choice.",January 2019,"January 17, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Very Professional!,Los Angeles,Tokyo,International,"First time JAL flyers and what an amazing flight! The cabin staff were dressed very professional, extremely polite and efficient in tending to the passengers. The food was very tasty and the plane was clean and restrooms were well tended to. They even provided disposable toothbrushes. They also provided comfortable blankets and pillows. My husband and I agreed that it was like flying years ago when the airlines and employees took pride in their jobs. We will fly JAL again!",April 2018,"January 17, 2019",5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
Delilghtful trip.,San Francisco,Tokyo,International,"My first trip across the pacific was accentuated by comfortable accommodations, attentive flight attendants, and delicious food. I had to return early because of an emergency at home which necessitated traveling coach. The accomod0tions were not as comfortable and spacious but the food was good and the attendants were so polite and helpful.  I look forward another trip in the future on this fine airline.",April 2018,"January 16, 2019",5.0,,,,,,,,
It was good,Los Angeles,Manila,International,"Mostly the legs of the flights seemed smooth. Only the last leg from Narita to LAX was very turbulent that I thought we would die. The food was good. I loved the ice cream cups. No sushi though. Going from Narita to MNL, there was no other choice but a salmon meal which was not okay because hubby is allergic to seafood so he did not eat anything. Good thing the flight was just about 4 hours. He survived...

Regarding cleanliness, the flight from MNL to Narita, there were so much dust where the carry on luggage bins were and the aircraft itself.",December 2018,"January 16, 2019",4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0
Good Flight,Singapore,Chitose,North Asia,"This is my first time travelling with JAL with my family. We are 2 adults and 2 Children (age 7,9). Flight is on time and smooth during my travel date. The entertainment and food are good and we have comfortable seats as well. Definitely will choose JAL again if we travel to Japan again.",June 2018,"January 15, 2019",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Incomparable,Los Angeles,Hong Kong,International,"Have flew several airlines from USA to Asia, specifically Hong Kong for more than 15 years, no airline services can match Japan Airline.  Locking up in a airplane for more than 10 hours, the high quality services offered by the flight crews is crucial.  JAL has the best western and Japanese food menu, the fresh cook rice, and most important is the food served by exceptional professional JAL flight crews.  The flight attendants are not just smile, but maintain the virtues of Japanese hospitality and kindness.  They create an atmosphere of comfortable and memories.  I always felt my 10-hour flight as if it were only a few hours.",June 2018,"January 15, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Excellent flight,Hong Kong,Tokyo,North Asia,No need to say more. Best flight ever. Hostesses were very accommodating even though it was a short 6 hr flight. I would travel Japan airlines again.,October 2018,"January 15, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0
Excellent Airline and Experience,New York City,Tokyo,International,"This direct flight from JFK to Narita was a dream.  I was impressed from the moment I checked in at the ticket counter: the agent noticed that I was tall and (without me asking) arranged to have my seat changed to the exit row, where there was unrestricted room for my legs.  The onboard staff was extremely professional, courteous, and helpful.  The flight departed on time, and arrived early.  My premium economy seat was comfortable enough relative to business class.  On board entertainment was expansive.  I was a bit disappointed in the quality of the meals (although the meals on my return JAL flight were excellent).  I have flown to Japan several times before on Delta and KAL, but JAL will be my first preference in the future.",November 2018,"January 15, 2019",5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0
Perfect!,Helsinki,Tokyo,International,"Everything was perfect!
The staff was incredible friendly and the food was good! 
The flight was on time !
I’ve just loved everything !",December 2018,"January 13, 2019",5.0,,,,,,,,
"Well run airlines. l,",Manila,Tokyo,North Asia,"Travel a lot in last twenty years and always impressed with JAL.  Orderly, clean, timely. great service from Ticket counter till departure from destination terminal.  
 Attendants on board are friendly, courteous, timely and helpful.  I am old enough to remember most American airlines were this way... Sad,",March 2018,"January 13, 2019",4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0
Good redemption. Wouldn’t buy it.,Los Angeles,Tokyo,International,"Four stars for hard product and food only. 

Third time in long haul first class on this flight. First time traveling with my husband. 

JAL wins on hard product, mostly for being able to see out the windows and the memory foam mattress 

The food on this flight was excellent. 

As for all other aspects, I still prefer ANA. 

Cristal was gone before dinner service (mostly because they kept my husband’s glass full and mine empty). I was basically ignored and crew deferred to my husband (interesting as I bought the tickets and am the only one with OW elite status). I had to ring the call button multiple times and was not greeted with the typical Japanese high level of cabin service. Was treated more as an inconvenience. 

If I can redeem miles for the ticket, I’ll fly again. Otherwise, my cash goes to ANA.",January 2019,"January 12, 2019",4.0,5.0,5.0,3.0,2.0,3.0,,,
A delightful flight,Shanghai,Tokyo,North Asia,"Unbelievably good flight! What an unexpensive award ! It's amazing how travel in Asia carries great value and excelent service! This was a BA award . flew Economy Plus cabin . For a 3hour flight, perfect. Marvelous lounge service,  great on board food terrific entertainment.",December 2018,"January 12, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Very Solid Performance,New York City,Tokyo,International,"Flew the family (4 of us) to Tokyo. I am very experienced international traveler (54 countries so far). Very spoiled as I usually flew business, but flew economy plus with the family from NY JFK to Tokyo and was very pleasantly surprised. I have back issues too but premium economy had lots of leg room and the seats were large and comfortable enough for this big American male. The food was good, but not great. So we traveled with some extra snacks. However, overall we found the service to be excellent - very professional and attentive. Was overall very pleased with the airline.",December 2018,"January 12, 2019",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Worst Airline ever. Treated u like criminal.,Tokyo,Melbourne,International,"In flight staffs treated my family and I very badly. I never imagined to experience something like this in my life. Worst flight of my life time, and My opinion JAL is worst Airline of all. 

After took off my flight JL773  Narita to Melbourne 10/01/2019 one hour later my two years old daughter was trow up, we both were all cover with vomit. Staffs only helped us by bought us some wet towels, but I did have to clean everything myself. I used my dirty top to cover the seat which still dirty with vomit. I know my daughter throw up so did try to not bother much for help. But my top covered with vomit so had to ask if they have spare top and they helped me with one cardigan. I did offer to buy this cardigan but she said is was OK, and I did plan to ask if how she want us to return this top. However no one offer to help and ask how about us, treat us like it was your fault u better leave with it. 

Then 2hours before landing, one Japaness Staff did come to ask my husband to return the cardigan because she need to do stock taking and want to make sure we return it. Then just 5 mins later another staff came to ask me to make sure we have to return the cardigan in 5mins! Really!!!, I never feel treated like this before, do u think we really need your logo cardigan that much!!!!! Do you really think we need to take it with us that bad, we did not want even wore it if my sweater was not full of vomit. All you care is the cardigan? What I going to wear? Have u ever care how well of my daughter? Have u ever came and ask how she feel? Why did she throw up? Not even once you came and ask how my family are doing alright? She is only 2!!! What you care is only the one cheap cardigan which have your logo on the chest, who want to ware that! We return your cardigan straight away. That show me enough if something ever happened JAL staffs will definitely worry about their belonging more than passengers. Sorry this matter also shows me enough about what is JAL airline main focus is and I will make sure will not travel with you again! Mark my word even we have free ticket I will not take it, that flight make me feel so bad, like I am a criminal try to steal your stuff. I did pay for nearly $16,000 for my family and all my staffs to travel with Japan Airlines and let me tell you worst decision ever. This trip is worst trip of my lifetime thank to you. And I will make sure i will pass this message to everyone I know to not use Japan Airlines again in the future. Because if accidents happen they will not care! No courtesy, no care, no customers service. Worst than budget airline. Food also bad. NOT and NEVER AGAIN!",January 2019,"January 11, 2019",1.0,1.0,1.0,1.0,1.0,1.0,,,
comfortable and good services,Jakarta,Tokyo,North Asia,"the seat is comfortable even for economy class. Cabin crew always stand by and look after passangers, even in the evening when most of people fall asleep. the minus is only there's no wifi.",December 2018,"January 10, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0
